fold,mode,Epoch = 30,Loss,Acc,Note
fold,mode,Epoch = 30,Loss,Acc,Note
fold,mode,Epoch = 30,Loss,Acc,Note
4,val,028,1.45410,0.57294,
4,train,029,0.51762,0.82666,
4,val,029,1.73621,0.55806,
4,train,030,0.49918,0.83144,
4,val,030,1.44593,0.60778,best
fold,mode,Epoch = 30,Loss,Acc,Note
fold,mode,Epoch = 30,Loss,Acc,Note
fold,mode,Epoch = 30,Loss,Acc,Note
fold,mode,Epoch = 100,Loss,Acc,Note
fold,mode,Epoch = 100,Loss,Acc,Note
fold,mode,Epoch = 100,Loss,Acc,Note
0,train,001,1280.99313,-275.82831,
0,val,001,1270.76135,-184.98468,
0,train,002,1239.93558,-258.63019,
0,val,002,1219.80237,-177.52214,
0,train,003,1185.33208,-248.73695,
0,val,003,1145.80896,-166.69499,
0,train,004,1120.09410,-228.17375,
0,val,004,1078.76501,-156.88086,
0,train,005,1053.91159,-217.19168,
0,val,005,1034.70276,-150.43404,
0,train,006,983.53550,-215.30064,
0,val,006,992.25720,-144.21661,
0,train,007,918.43970,-192.23915,
0,val,007,948.50940,-137.81920,
0,train,008,850.40985,-175.09543,
0,val,008,892.72491,-129.65485,
0,train,009,788.76835,-159.45290,
0,val,009,843.40674,-122.43689,
0,train,010,721.59138,-154.18100,
0,val,010,791.39056,-114.82405,
0,train,011,657.12515,-135.53026,
0,val,011,737.48993,-106.93542,
0,train,012,592.66965,-121.64155,
0,val,012,682.95697,-98.95545,
0,train,013,533.21392,-119.01104,
0,val,013,618.90308,-89.57963,
0,train,014,467.22883,-96.54590,
0,val,014,553.99750,-80.08037,
0,train,015,406.61157,-82.55959,
0,val,015,496.59860,-71.67798,
0,train,016,357.17341,-75.16402,
0,val,016,426.28586,-61.38987,
0,train,017,294.61744,-60.43691,
0,val,017,354.97644,-50.95135,
0,train,018,248.49174,-56.48454,
0,val,018,285.69565,-40.81302,
0,train,019,201.86016,-41.15333,
0,val,019,226.41618,-32.13717,
0,train,020,152.50201,-30.89079,
0,val,020,191.71600,-27.05862,
0,train,021,120.44077,-24.60269,
0,val,021,139.95573,-19.48324,
0,train,022,90.04913,-18.06453,
0,val,022,112.86475,-15.51893,
0,train,023,75.24002,-14.59838,
0,val,023,79.96212,-10.70301,
